org_name,count,in_crosswalk
Tree Fresno,65,yes
UnidosUS,65,yes
Veggielution,65,no
Wilmington Chamber of Commerce,65,no
Action Now,64,no
Alameda County Mosquito Abatement District,64,no
"American Association of University Women, California",64,no
Animal Welfare Institute,64,no
Arroyos & Foothills Conservancy,64,no
Associated Builders and Contractors Northern California Chapter,64,yes
Butte County Sheriff,64,no
CDC Small Business Finance,64,no
Cahuilla Band of Indians,64,no
Cal Fire Local 2881,64,yes
California Abortion and Reproductive Rights Action League,64,no
California Academy of Eye Physicians and Surgeons,64,no
"California Advocates, Inc",64,no
California Ambulatory Surgery Association,64,no
California Association of Adoption Agencies,64,no
California Association of Bioanalysts,64,no
California Association of Enterprise Zones,64,no
California Avocado Commission,64,no
California Poultry Industry Federation,64,no
California Prison Focus,64,no
California School Nutrition Association,64,no
California Self Storage Association,64,no
California Society of Association Executives,64,yes
Californiahealth+ Advocates,64,yes
Central Delta Water Agency,64,no
City of Scotts Valley,64,yes
Common Sense,64,no
Consumers for Auto Reliability and Safety (CARS),64,no
Council of California Goodwill Industries,64,no
Counties of,64,no
Diego,64,no
"Fieldstead and Company, Inc",64,no
Hidden Valley Lake Community Services District,64,no
John Muir Health,64,no
L.A. Gay & Lesbian Center,64,no
Lake County Board of Supervisors,64,no
Loma Linda University Health,64,no
Long Valley Health Center,64,no
Los Angeles County Fire Fighters Local 1014,64,no
Lucile Packard Children's Hospital,64,no
Management Task Force,64,no
Mission Springs Water District,64,no
Napa,64,no
NetChoice,64,no
North Coast Builders Exchange,64,yes
Orinda Progressive Action Alliance,64,no
Pacific Institute,64,no
Physicians for Social Responsibility-Los Angeles,64,yes
Planned Parenthood of California,64,no
Pomona Police Officer Association,64,no
Related California,64,yes
Residential Contractors Association,64,no
Respiratory Care Board of California,64,no
RethinkWaste,64,no
Sacramento Regional County Sanitation District,64,no
Saint Agnes Medical Center,64,no
San Gabriel Valley Water Company,64,no
State Treasurer's Office,64,no
United Nurses Associations of California/Union of Health Care,64,no
United Way of California,64,no
Valley Vision,64,no
Ventura County Taxpayers Association,64,no
Yolo County Sheriff's Department,64,no
American Nurses Association\California,63,no
American Stroke Association,63,no
Arc and United Cerebral Palsy California Collaboration,63,yes
Asian Pacific Islander Legal Outreach,63,no
Association of California Recycling Industries,63,no
Bay Area,63,no
Berkeley Tenants Union,63,yes
California Association of Oral and Maxillofacial Surgeons,63,no
California Coalition for Immigration Reform,63,no
"California Federation of Labor Unions, Afl-cio",63,no
California Health Professional Student Alliance,63,no
California Hepatitis Alliance,63,no
California League of Savings Institutions,63,no
California Religious Action Center of Reform Judaism,63,no
California Sexual Assault Investigators Association,63,no
California Student Association of Community Colleges,63,no
California Urban Partnership,63,no
Cellular Carriers Association of California,63,no
Central California Legal Services,63,yes
Central Coast Forest Association,63,no
City Heights Community Development Corporation,63,yes
City of Coalinga,63,no
City of King,63,yes
Coalition for Quality Credit Counseling,63,no
"Coalition on Homelessness, San Francisco",63,yes
Community Clinic Association of Los Angeles County (CCALAC),63,no
Consumers for Quality Care,63,no
County Board of Supervisors,63,no
County of Glenn,63,no
County of Mariposa,63,no
County of San,63,no
Diageo,63,no
East Valley Indivisibles,63,no
Ecology Action,63,no
"Elders Climate Action, NorCal Chapter",63,no
Emergency Medical Services Administrators' Association of,63,no
"Family Law Section, State Bar of California",63,no
Fountain Valley Chamber of Commerce,63,no
Greater Ontario Business Council,63,no
Imperial Valley Food Bank,63,no
"Independent Roofing Contractors of California, Inc",63,no
Indian Wells Valley Water District,63,no
Lawyers Committee for Civil Rights of the San Francisco Bay Area,63,yes
Legal Services for Prisoner With Children,63,yes
Los Angeles County Business Federation (BIZ-FED),63,yes
Los Angeles County District Attorney's,63,no
Merced County Office of Education,63,no
Mid-City Community Advocacy Network,63,no
Milpitas Unified School District,63,no
National Insurance Crime Bureau,63,no
Norwalk Chamber of Commerce,63,no
PacifiCorp,63,no
Poway,63,no
Prison Policy Initiative,63,no
Project Sentinel,63,yes
Protect Our Children,63,no
Public Advocates Office,63,no
R Street Institute,63,no
Rock the Vote,63,no
SMUD,63,no
Safeway,63,no
San Francisco Fire Fighters Local 798,63,no
San Francisco Travel Association,63,no
Santa Ana Police Officers Political Action Committee,63,no
"Service Employees International Union, AFL-CIO, CLC",63,no
Sonoma County Regional Parks,63,no
State Building and Construction Trades Council of Ca,63,yes
Stockton Unified School District,63,no
Student Homes Coalition,63,no
The Foundation for Taxpayer and Consumer Rights,63,no
Training in Early Abortion for Comprehensive Healthcare,63,no
Transit Union,63,no
Unite Here Local 11,63,yes
United Auburn Indian Community,63,yes
United Food and Commercial Workers - Western States Conference,63,yes
Western Plastics Association,63,no
Wildlands Network,63,yes
and Dance,63,no
and Health Systems,63,no
Alliance for Rural Community Health,62,no
Amador Water Agency,62,no
American Institute of Architects California,62,yes
Anderson Valley Health Center,62,no
Association of California Airports,62,yes
Association of California Car Clubs,62,yes
Association of California State Employees with Disabilities,62,no
Berkeley Gray Panthers,62,no
Big Sur Farmers Association,62,no
Boma California,62,no
California Association of Obstetricians and Gynecologists,62,no
California District Attorneys' Association,62,no
California EDGE Coalition,62,yes
California Latino Legislative Caucus,62,no
California Manufacturers & Technology Association (CMTA),62,no
California Nurses for Environmental Health & Justice,62,no
California Police Officers Association,62,no
California Public Utilities Commission (CPUC),62,no
California Tahoe Alliance,62,no
Cingular Wireless,62,no
City of Clayton,62,yes
Community Action Board of Santa Cruz County,62,no
Community Clinic Consortium,62,no
Compassionate Bay,62,no
County Alcohol and Drug Program Administrators Association of,62,no
County of Lassen,62,yes
County of Orange Veterans Advisory Council,62,no
Democrats for Israel Los Angeles,62,no
Disabilities,62,no
"Elders Climate Action, SoCal Chapter",62,no
Folsom Cordova Unified School District,62,no
GTE,62,no
Hemet City Fire Fighters Association,62,no
Immigrants Rising,62,no
Imperial County Office of Education,62,no
Independent Lodging Industry Association,62,no
Insight Center for Community Economic Development,62,yes
Jewish Family Services of Los Angeles,62,no
Justice Not Jails,62,no
Linc Housing,62,yes
Los Angeles County Solid Waste Management Committee/Integrated Waste Management Task Force,62,no
Madera Coalition for Community Justice,62,no
Mayers Memorial Hospital District,62,no
Minority Apartment Owners Association,62,yes
Monterey Peninsula Water Management District,62,no
National Alliance on Mental Illness California,62,no
National Asian American Coalition,62,yes
National Motorists Association,62,no
North Los Angeles County Regional Center,62,yes
Osteopathic Medical Board of California,62,no
Placer Independent Resource Services,62,no
Resilience Orange County,62,no
San Bernardino City Unified School District,62,no
San Diego Metropolitan Transit System,62,no
Santa Monica,62,no
Special Needs Network,62,no
State,62,no
"State Building and Construction Trades Council of California, AFL-CIO",62,yes
The Leukemia & Lymphoma Society,62,no
Union Pacific Railroad Company,62,no
Victims Bureau,62,no
Vista Chamber of Commerce,62,no
West Hills Community College District,62,no
Western Steel Council,62,no
Women's Alliance Los Angeles,62,no
AMVETS- Department of California,61,no
AT,61,no
Abbott Laboratories,61,no
Agency,61,no
Alameda County Transportation Authority,61,no
Alameda Unified School District,61,no
American Bird Conservancy,61,no
"American College of Cardiology, California Chapter",61,no
American Society of Civil Engineers,61,no
An Individual,61,no
Associations,61,no
Bay Rising,61,no
Bike LA,61,no
Biofuelwatch,61,no
Biotechnology Innovation Organization,61,no
Cal Chamber,61,yes
California Advocates for Social Change,61,no
California Association of Mutual Water Companies,61,no
California Black Women's Health Project,61,no
California Breast Cancer Organizations,61,no
California Coalition for Community Investment,61,no
California Concrete Contractors Association,61,no
California Conference of Directors of Environmental Health,61,no
California Elder Justice Coalition,61,no
"California Federation of Labor, AFL-CIO",61,no
California Industrial and Technology Education Association,61,no
California Outdoors,61,no
California Undocumented Higher Education Coalition,61,no
Center for Ecoliteracy,61,no
City of Danville,61,yes
City of Hidden Hills,61,yes
Coastside County Water District,61,no
Community Bridges,61,no
Consumer Attorneys of California (CAOC),61,no
Consumers Coalition of California,61,no
County of Tehama,61,no
Dana Point Chamber of Commerce,61,yes
Debt Free Justice California,61,no
Doris,61,no
Dow Chemical Company,61,no
ETTA,61,no
Economic Empowerment Foundation,61,no
Hathaway-Sycamores,61,yes
Housing Now! CA,61,yes
Indio Chamber of Commerce,61,no
Institute on Aging,61,no
JERICHO: A Voice for Justice,61,yes
Long Beach Collective Association,61,no
Long Beach Forward,61,no
"Mendocino Coast Clinics, Inc",61,no
Mental Health Association of California,61,no
Mission Viejo Chamber of Commerce,61,no
Moreno Valley,61,no
Motion Picture Association,61,no
Mount Shasta Bioregional Ecology Center,61,no
Nationwide Insurance Enterprise,61,no
Neighbor to Neighbor,61,no
Northern California Community Loan Fund,61,yes
Oakland Chamber of Commerce,61,yes
Orchard City Indivisible,61,no
Pacific Coast Rendering Association,61,no
Parent Revolution,61,no
Prevent Child Abuse California,61,no
Regional Center of Orange County,61,no
Rethinkwaste,61,no
SBC,61,no
San Diego Food Bank,61,no
San Diego Food System Alliance,61,no
Sonoma County Transportation Authority,61,no
Sonoma Valley Hospital,61,no
"Starting Over, INC",61,no
State Farm Insurance Company,61,no
"Strategic Committee of Public Employees, Laborers' International Union of",61,no
Trabuco Canyon Water District,61,no
Tri-CED Community Recycling,61,no
University,61,no
Western Placer Waste Management Authority,61,no
Westside Council of Chambers of Commerce,61,yes
Woodcraft Rangers,61,no
Amity Foundation,60,no
Asian Immigrant Women Advocates,60,no
Association of Compost Producers,60,no
Association of Monterey Bay Area Governments,60,no
Athens Services,60,no
Bar Association of San Francisco,60,no
Bay Area Community Resources,60,no
BlueGreen Alliance,60,no
"Burbank Housing Development Corporation, Santa Rosa",60,no
