leginfo_org,leginfo_bills,suggested_canonical,matched_name_in_crosswalk,matched_via,wratio,token_set_ratio
Service Employees International InionLos Angeles County Democratic Party,1,"American Federation of State, County and Municipal Employees (AFSCME)",Employees,alt(alternate_spelling),90.0,100.0
Service Employee International Union California,1,Service Employees International Union California,Service Employees International Union California,canonical,98.9,98.9
Service Agency for Independent Living Skills,1,Independent,Independent,canonical,90.0,100.0
"Seriene Brown, Sacramento County Child Protective Services, Robin Ringstad, San Joaquin County, Child Advocacy Center",1,Child Protective,Child Protective,canonical,90.0,100.0
"Sergio Lopez, Mayor, Campbell",1,Campbell,"Sergio Lopez - Mayor, Campbell",alt(alternate_spelling),98.3,94.9
Sergio Jimenez City Councilmember City,1,Sergio Jimenez City Councilmember,Sergio Jimenez City Councilmember,canonical,95.0,100.0
Sequoia Humane Society Contra Costa Humane Society,1,Contra Costa Humane,Contra Costa Humane,canonical,90.0,100.0
Sentinel Fair Housing - Oakland,1,"Sentinel Fair Housing, Oakland","Sentinel Fair Housing, Oakland",canonical,98.4,95.1
Seniors Commission/County of Santa Cruz,1,County of Santa Cruz Seniors Commission,County of Santa Cruz Seniors Commission,canonical,95.0,97.4
"Senior Legislature, which",1,Senior Legislature,Senior Legislature,canonical,95.0,83.7
Senior Legislative Action Committee - Humboldt and Del Norte Counties,1,Legislative Action Committee,Legislative Action Committee - Humboldt and Del Norte,alt(chapter),95.0,100.0
"Senior Information & Assistance, Area Agency on Aging",1,Area 1 Agency on Aging (A1AA),Area Agency on Aging,alt(alternate_spelling),90.0,100.0
Senior Gleaners of Sacramento,1,Senior Gleaners of Scramento,Senior Gleaners of Scramento,canonical,98.2,98.2
Senior Community Centers of San Diego - co-sponsor,1,Senior Community Centers of San Diego,Senior Community Centers of San Diego,canonical,95.0,100.0
"Senior Citizens Advisory Council, Orange County Area Agency on",1,"Senior Citizens Advisory Council, Orange County","Senior Citizens Advisory Council, Orange County",canonical,95.0,100.0
"Senior Citizens Advisory Council, Community Services Agency of Orange County",1,Community Service,Community Service,canonical,90.0,69.2
Senior Care Action Network (prior version),1,Action Network,Action Network,canonical,90.0,100.0
Senior Action Network (SAN),1,SENIOR ACTION NETWORK,"Senior Action Network, San",alt(alternate_spelling),100.0,79.2
Senior & Special Needs Animal Assistance,1,Senior Special Needs Animal Assistance,Senior Special Needs Animal Assistance,canonical,97.4,100.0
"Seneca One Finance, Inc",1,Seneca One Finance,Seneca One Finance,canonical,95.0,87.8
Seneca Family of Agencies (Co Sponsors),1,Seneca Family of Agencies,Seneca Family of Agencies,canonical,90.0,100.0
"Senators Paul Muegge and Bruce Price, Agriculture Committee Chair and Vice Chair, Oklahoma State Senate",1,"Chair and Vice Chair, Oklahoma State Senate","Chair and Vice Chair, Oklahoma State Senate",canonical,90.0,100.0
Senator Shannon Grove,1,Grove,Grove,canonical,90.0,100.0
"Senator M.L. Dierks, Agriculture Committee Chair, Nebraska",1,10-20 Club,10-20 Life Committee,alt(alternate_spelling),85.5,62.1
"Senator M. L. Dierks, Agriculture Committee Chair, Nebraska",1,10-20 Club,10-20 Life Committee,alt(alternate_spelling),85.5,62.1
"Senator Jeff Stone, District 28",1,District 2,District 2,canonical,90.0,88.9
"Senator George Runner, Member, California Board of Equalization",1,"George Runner, Member of the State Board of Equalization","George Runner, Member, Board of Equalization",alt(alternate_spelling),95.0,100.0
"Senator George Runner (Retired), BOE Member",1,BOE Member,BOE Member,canonical,90.0,100.0
"Senator George Runner (Ret.), Member, Board of Equalization",1,"George Runner, Member of the State Board of Equalization","George Runner, Member, Board of Equalization",alt(alternate_spelling),95.0,90.0
"Senator George Runner (Ret.), BOE Member",1,BOE Member,BOE Member,canonical,90.0,100.0
Senate Task Force on a New Los Angeles,1,Senate Special Task Force on a New Los Angeles,Senate Special Task Force on a New Los Angeles,canonical,95.0,100.0
Senate Select Committee on the Status of Ending Poverty,1,Ending Poverty,Ending Poverty,canonical,90.0,100.0
Senate Select Committee on Mobile and,1,Senate Select Committee on Mobile and Manufactured,Senate Select Committee on Mobile and Manufactured,canonical,95.0,100.0
Senate Insurance Committee is the sponsor,1,Insurance Committee,Insurance Committee,canonical,90.0,100.0
Senate Environmental Quality Committee,1,DUAL REFFERRAL: Senate Environmental Quality Committee,DUAL REFFERRAL: Senate Environmental Quality Committee,canonical,95.0,100.0
Senate Appropriations Committee rightly noted that courts have upheld convictions for general threats that don't name specific individuals-undermining,1,Senate Appropriations Committee,Senate Appropriations Committee,canonical,90.0,100.0
Senate Appropriations Committee analysis,1,Senate Appropriations Committee,Senate Appropriations Committee,canonical,95.0,100.0
Senate Appropriations Committee Subcommittee on,1,Senate Appropriations Committee,Senate Appropriations Committee,canonical,90.0,100.0
Senate Agriculture and Water Resources,1,Resources,Resources,canonical,90.0,100.0
Senate Advisory Commission on Cost Control in,1,State Advisory Commission on Cost Control,State Advisory Commission on Cost Control,canonical,93.0,93.0
Senate,1,20th Senate District Women's Advisory Commission,20th Senate District Women's Advisory Commission,canonical,90.0,100.0
"Sempra Energy and its affiliates: San Diego Gas & Electric Company, Southern California Gas Company",1,Sempra Energy and its Affiliates: San Diego Gas & Electric Company and Southern California Gas Company,Sempra Energy and its Affiliates: San Diego Gas & Electric Company and Southern California Gas Company,canonical,98.5,93.9
Sempra Energy and Its Affiliates: San Diego Gas & Electric Company and Southern California Gas Company - sponsor,1,Sempra Energy and its Affiliates: San Diego Gas & Electric Company and Southern California Gas Company,Sempra Energy and its Affiliates: San Diego Gas & Electric Company and Southern California Gas Company,canonical,95.3,97.6
Sempra Energy Utility,1,SoCalGas Sempra Energy Utility,SoCalGas Sempra Energy Utility,canonical,95.0,100.0
Semi-Conductor Equipment and Materials International,1,Semi Conductor Equipment and Materials International,Semi Conductor Equipment and Materials International,canonical,100.0,90.4
Selma Councilmember Jim Avalos,1,Selma,Selma,canonical,90.0,100.0
Selma Community Hospital (prior version),1,Community Hospital,Community Hospital,canonical,90.0,100.0
"Sellwood Cycle Repair, Inc.: 2 Individuals",1,"Sellwood Cycle Repair, Inc","Sellwood Cycle Repair, Inc",canonical,90.0,91.7
Self-help Enterprises (Visalia),1,SELF-HELP ENTERPRISES,"Self-Help Enterprises, Visalia",alt(alternate_spelling),100.0,65.6
"Self-Help Coalition of Counties"", a coalition of 17 transportation authorities that levy local add-on sales taxes",1,Self-Help Coalition,Self-Help Coalition,canonical,90.0,100.0
"Self-Help Coalition of Counties"", a coalition of 17 transportation authorities that levy T/U taxes",1,Self-Help Coalition,Self-Help Coalition,canonical,90.0,100.0
Self Storage Association This organization,1,Self Storage Association,Self Storage Association,canonical,90.0,100.0
"Self Help For Hard of Hearing People - Long Beach/Lakewood, San Fernando Valley, and Diablo Valley Chapters",1,Fernando Valley,Fernando Valley,canonical,90.0,100.0
Self Help For Hard of Hearing People - Long,1,Self Help for Hard of Hearing People,Self Help for Hard of Hearing People,canonical,95.0,94.1
"Self Help Federal Credit Union, Neighborhood National Bank",1,Credit Union,Credit Union,canonical,90.0,66.7
Seismic Safety Commission Joe Grebmeier,1,Safety Commission,Safety Commission,canonical,90.0,100.0
"Seirra Telephone Co., Inc",1,Sierra Telephone Company,"Sierra Telephone Co., Inc",alt(alternate_spelling),96.0,96.0
Seeds for Change - Humane Education,1,"Seeds for Change, Humane Education","Seeds for Change, Humane Education",canonical,98.6,95.7
See attached,1,Please See Attached List,Please See Attached List,canonical,90.0,61.1
See Comment 7 for a lengthy list of support,1,See Comment 1,See Comment 1,canonical,86.4,91.7
See Comment 12 for lengthy list of supporters,1,See Comment 1,See Comment 1,canonical,90.0,91.7
See Attached Support List Below,1,See Attached List Below,See Attached List Below,canonical,95.0,100.0
Security and Safety,1,Park Security and Safety,Park Security and Safety,canonical,95.0,100.0
Security Life Insurance Agency,1,Security Life Insurance,Security Life Insurance,canonical,95.0,100.0
Securities Industry and,1,Securities Industry,Securities Industry,canonical,95.0,100.0
"Securities Clearing Corporation, Investment",1,Investment,Investment,canonical,90.0,100.0
"Securities Association, American Federation of State, County, and Municipal",1,"American Association of State, County and Municipal","American Association of State, County and Municipal",canonical,95.0,81.0
